Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
Property 762,A nice property,20 Lac,2071477,Nagpur,1238 sqft,Resale,11,Ready to Move,Semi-Furnished,South,Park,NA,3.0,0.0,2.0,Freehold,5294 sqft,NA,1357 sqft
Property 763,A nice property,73 Lac,7309173,Chandigarh,3654 sqft,Ready,4,Under Construction,Semi-Furnished,East,Main Road,Society 24,1.0,1.0,,Freehold,4035 sqft,NA,2700 sqft
Property 764,A nice property,64 Lac,6413614,Jaipur,1578 sqft,Under Construction,8,Under Construction,Unfurnished,East,Main Road,Society 39,1.0,1.0,1.0,Leasehold,5246 sqft,NA,NA
Property 765,A nice property,34 Lac,3452350,Lucknow,4712 sqft,Under Construction,19,Ready to Move,Unfurnished,East,Main Road,Society 41,4.0,1.0,3.0,Leasehold,1484 sqft,NA,NA
Property 766,A nice property,52 Lac,5209885,Jaipur,1031 sqft,Ready,17,Under Construction,Semi-Furnished,North,Park,Society 26,2.0,2.0,,Freehold,2366 sqft,NA,NA
Property 767,A nice property,36 Lac,3658185,Ahmedabad,2069 sqft,Ready,13,Ready to Move,Semi-Furnished,South,Main Road,Society 14,4.0,0.0,2.0,Freehold,2615 sqft,NA,3625 sqft
Property 768,A nice property,67 Lac,6767589,Hyderabad,2428 sqft,Resale,Ground,Ready to Move,Unfurnished,West,NA,Society 36,5.0,3.0,0.0,Leasehold,4591 sqft,NA,1975 sqft
Property 769,A nice property,53 Lac,5301551,Kolkata,4825 sqft,Resale,11,Ready to Move,Semi-Furnished,South,Park,Society 27,4.0,,1.0,Leasehold,1777 sqft,NA,2976 sqft
Property 770,A nice property,57 Lac,5735120,Indore,976 sqft,Under Construction,14,Under Construction,Furnished,East,Park,Society 2,5.0,0.0,2.0,Leasehold,2021 sqft,NA,NA
Property 771,A nice property,1.1 Cr,10999142,Hyderabad,3884 sqft,Resale,1,Ready to Move,Semi-Furnished,East,Main Road,Society 2,3.0,1.0,2.0,Freehold,5907 sqft,NA,3212 sqft
Property 772,A nice property,38 Lac,3898566,Vadodara,1164 sqft,Ready,8,Ready to Move,Unfurnished,South,Park,Society 26,4.0,3.0,,Leasehold,4692 sqft,NA,1245 sqft
Property 773,A nice property,78 Lac,7829882,Chennai,4410 sqft,Resale,Ground,Ready to Move,Unfurnished,East,Park,NA,4.0,3.0,2.0,Freehold,5274 sqft,NA,NA
Property 774,A nice property,73 Lac,7379978,Kolkata,2912 sqft,Under Construction,18,Ready to Move,Semi-Furnished,South,NA,Society 26,3.0,3.0,2.0,Freehold,1545 sqft,NA,3638 sqft
Property 775,A nice property,28 Lac,2842701,Kolkata,3145 sqft,Resale,Ground,Under Construction,Furnished,North,NA,Society 12,1.0,3.0,3.0,Freehold,5273 sqft,NA,3782 sqft
Property 776,A nice property,27 Lac,2735832,Visakhapatnam,3281 sqft,Resale,8,Ready to Move,Furnished,North,Park,NA,5.0,,0.0,Freehold,1315 sqft,NA,NA
Property 777,A nice property,45 Lac,4595400,Jaipur,1307 sqft,Ready,21,Under Construction,Semi-Furnished,West,Park,Society 43,5.0,3.0,1.0,Leasehold,3680 sqft,NA,NA
Property 778,A nice property,40 Lac,4067657,Ghaziabad,4341 sqft,Ready,10,Under Construction,Semi-Furnished,West,Main Road,Society 41,5.0,2.0,3.0,Freehold,3529 sqft,NA,2279 sqft
Property 779,A nice property,26 Lac,2664049,Kochi,665 sqft,Under Construction,15,Under Construction,Semi-Furnished,East,Main Road,Society 48,2.0,0.0,2.0,Leasehold,2400 sqft,NA,NA
Property 780,A nice property,25 Lac,2515103,Ludhiana,3622 sqft,Under Construction,21,Ready to Move,Unfurnished,West,Main Road,NA,2.0,3.0,,Freehold,5448 sqft,NA,4184 sqft
Property 781,A nice property,58 Lac,5848637,Lucknow,2243 sqft,Under Construction,5,Under Construction,Semi-Furnished,East,Main Road,Society 35,2.0,1.0,0.0,Freehold,2218 sqft,NA,NA
Property 782,A nice property,96 Lac,9699310,Hyderabad,2988 sqft,Under Construction,6,Under Construction,Furnished,East,Park,NA,,1.0,0.0,Leasehold,3690 sqft,NA,1019 sqft
Property 783,A nice property,39 Lac,3918332,Kolkata,3089 sqft,Under Construction,18,Under Construction,Unfurnished,North,NA,Society 42,2.0,,2.0,Freehold,4827 sqft,NA,1943 sqft
Property 784,A nice property,70 Lac,7005704,Lucknow,2587 sqft,Under Construction,Ground,Ready to Move,Semi-Furnished,South,Main Road,Society 34,2.0,1.0,3.0,Freehold,5082 sqft,NA,2908 sqft
Property 785,A nice property,62 Lac,6218957,Ahmedabad,4400 sqft,Ready,Ground,Ready to Move,Unfurnished,North,Main Road,Society 42,1.0,,1.0,Freehold,2740 sqft,NA,3863 sqft
Property 786,A nice property,59 Lac,5990785,Nagpur,3616 sqft,Under Construction,2,Under Construction,Unfurnished,East,Main Road,Society 7,5.0,1.0,2.0,Freehold,979 sqft,NA,2988 sqft
Property 787,A nice property,26 Lac,2657607,Chennai,4641 sqft,Under Construction,15,Under Construction,Semi-Furnished,South,Park,Society 9,5.0,3.0,1.0,Leasehold,2132 sqft,NA,2333 sqft
Property 788,A nice property,43 Lac,4317950,Lucknow,2200 sqft,Resale,Ground,Under Construction,Furnished,South,Main Road,Society 2,2.0,1.0,0.0,Freehold,1423 sqft,NA,NA
Property 789,A nice property,1.2 Cr,11649997,Mumbai,2608 sqft,Ready,21,Under Construction,Semi-Furnished,East,Main Road,Society 32,5.0,2.0,2.0,Leasehold,2339 sqft,NA,NA
Property 790,A nice property,42 Lac,4232501,Vadodara,1833 sqft,Resale,Ground,Under Construction,Furnished,East,Park,NA,4.0,1.0,,Freehold,3956 sqft,NA,4114 sqft
Property 791,A nice property,66 Lac,6619712,Pune,652 sqft,Resale,16,Ready to Move,Semi-Furnished,South,Park,Society 46,3.0,1.0,0.0,Freehold,4686 sqft,NA,NA
Property 792,A nice property,56 Lac,5622821,Jaipur,3959 sqft,Ready,9,Ready to Move,Unfurnished,West,Main Road,Society 39,3.0,1.0,0.0,Freehold,1219 sqft,NA,803 sqft
Property 793,A nice property,1.1 Cr,10896242,Bangalore,795 sqft,Under Construction,Ground,Under Construction,Unfurnished,North,NA,NA,3.0,2.0,2.0,Freehold,4043 sqft,NA,1007 sqft
Property 794,A nice property,82 Lac,8248619,Bangalore,2508 sqft,Resale,12,Under Construction,Furnished,East,Park,NA,3.0,2.0,3.0,Leasehold,1120 sqft,NA,4091 sqft
Property 795,A nice property,69 Lac,6965382,Vadodara,3437 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,North,Main Road,Society 9,2.0,3.0,,Freehold,2653 sqft,NA,4332 sqft
Property 796,A nice property,38 Lac,3851711,Lucknow,678 sqft,Ready,17,Under Construction,Unfurnished,East,Main Road,Society 50,3.0,0.0,0.0,Freehold,2701 sqft,NA,4127 sqft
Property 797,A nice property,40 Lac,4015690,Pune,3344 sqft,Resale,6,Ready to Move,Semi-Furnished,North,NA,NA,1.0,3.0,3.0,Leasehold,4825 sqft,NA,2270 sqft
Property 798,A nice property,51 Lac,5157441,Visakhapatnam,611 sqft,Resale,19,Under Construction,Semi-Furnished,East,Park,Society 25,1.0,3.0,,Freehold,3246 sqft,NA,2284 sqft
Property 799,A nice property,83 Lac,8316391,Hyderabad,3682 sqft,Ready,3,Ready to Move,Unfurnished,South,NA,Society 15,5.0,,0.0,Freehold,1295 sqft,NA,1972 sqft
Property 800,A nice property,2.1 Cr,20799807,Mumbai,3119 sqft,Ready,4,Under Construction,Semi-Furnished,South,NA,Society 46,3.0,2.0,1.0,Leasehold,4579 sqft,NA,NA
Property 801,A nice property,29 Lac,2939669,Ghaziabad,1451 sqft,Resale,Ground,Under Construction,Furnished,South,Main Road,Society 28,,0.0,1.0,Leasehold,4968 sqft,NA,1798 sqft
Property 802,A nice property,43 Lac,4359611,Lucknow,2280 sqft,Resale,9,Under Construction,Unfurnished,South,NA,Society 39,4.0,2.0,0.0,Leasehold,4427 sqft,NA,1859 sqft
Property 803,A nice property,36 Lac,3667255,Visakhapatnam,4940 sqft,Resale,Ground,Ready to Move,Semi-Furnished,East,Park,Society 3,1.0,2.0,1.0,Leasehold,4006 sqft,NA,4900 sqft
Property 804,A nice property,62 Lac,6246414,Visakhapatnam,2551 sqft,Ready,17,Under Construction,Furnished,South,Main Road,Society 21,2.0,2.0,,Leasehold,809 sqft,NA,NA
Property 805,A nice property,36 Lac,3692637,Chandigarh,4039 sqft,Under Construction,Ground,Ready to Move,Semi-Furnished,East,NA,NA,,2.0,3.0,Freehold,1965 sqft,NA,2160 sqft
Property 806,A nice property,62 Lac,6246807,Indore,4630 sqft,Under Construction,22,Ready to Move,Furnished,East,NA,Society 30,5.0,0.0,3.0,Freehold,4885 sqft,NA,1142 sqft
Property 807,A nice property,25 Lac,2530513,Chennai,1090 sqft,Under Construction,Ground,Under Construction,Furnished,North,Main Road,Society 27,5.0,,1.0,Leasehold,4739 sqft,NA,1807 sqft
Property 808,A nice property,1.3 Cr,12929491,Bangalore,1766 sqft,Under Construction,25,Ready to Move,Semi-Furnished,West,NA,Society 47,4.0,2.0,0.0,Freehold,3237 sqft,NA,3993 sqft
Property 809,A nice property,61 Lac,6171001,Jaipur,2892 sqft,Ready,9,Under Construction,Furnished,South,Park,Society 13,1.0,3.0,,Leasehold,5597 sqft,NA,537 sqft
Property 810,A nice property,45 Lac,4520473,Visakhapatnam,1362 sqft,Ready,11,Under Construction,Unfurnished,South,Park,Society 45,3.0,1.0,2.0,Freehold,817 sqft,NA,NA
Property 811,A nice property,62 Lac,6254255,Hyderabad,959 sqft,Under Construction,15,Under Construction,Furnished,North,Main Road,Society 32,1.0,1.0,1.0,Leasehold,4567 sqft,NA,NA
Property 812,A nice property,1.7 Cr,16585119,Delhi,2496 sqft,Resale,Ground,Ready to Move,Unfurnished,North,Main Road,Society 48,2.0,,3.0,Freehold,2009 sqft,NA,1226 sqft
Property 813,A nice property,65 Lac,6531649,Bhopal,4857 sqft,Resale,23,Under Construction,Furnished,North,NA,NA,1.0,1.0,3.0,Leasehold,4088 sqft,NA,3999 sqft
Property 814,A nice property,69 Lac,6991786,Visakhapatnam,3983 sqft,Ready,1,Under Construction,Semi-Furnished,West,Main Road,NA,5.0,0.0,,Leasehold,2755 sqft,NA,NA
Property 815,A nice property,1.9 Cr,18977225,Delhi,3651 sqft,Under Construction,1,Ready to Move,Semi-Furnished,West,Main Road,Society 14,2.0,0.0,0.0,Freehold,5047 sqft,NA,4151 sqft
Property 816,A nice property,46 Lac,4625439,Ghaziabad,4355 sqft,Ready,Ground,Ready to Move,Furnished,North,Park,NA,1.0,1.0,2.0,Freehold,4868 sqft,NA,1811 sqft
Property 817,A nice property,1.1 Cr,11211639,Bangalore,1295 sqft,Under Construction,14,Ready to Move,Semi-Furnished,North,Park,Society 41,1.0,2.0,2.0,Freehold,1281 sqft,NA,NA
Property 818,A nice property,43 Lac,4357515,Pune,1382 sqft,Under Construction,23,Ready to Move,Furnished,South,NA,NA,2.0,0.0,1.0,Freehold,731 sqft,NA,3527 sqft
Property 819,A nice property,94 Lac,9468729,Pune,4740 sqft,Resale,25,Ready to Move,Unfurnished,South,NA,Society 21,4.0,,3.0,Leasehold,3473 sqft,NA,NA
Property 820,A nice property,64 Lac,6465273,Ghaziabad,1693 sqft,Resale,3,Under Construction,Semi-Furnished,North,Main Road,Society 3,,2.0,2.0,Leasehold,948 sqft,NA,1571 sqft
Property 821,A nice property,43 Lac,4385603,Lucknow,3830 sqft,Resale,21,Ready to Move,Furnished,South,Main Road,Society 42,,2.0,3.0,Freehold,2733 sqft,NA,NA
Property 822,A nice property,1.6 Cr,16016597,Delhi,1213 sqft,Ready,18,Ready to Move,Semi-Furnished,West,Park,NA,4.0,2.0,1.0,Freehold,5514 sqft,NA,3200 sqft
Property 823,A nice property,59 Lac,5981017,Ahmedabad,1110 sqft,Resale,22,Ready to Move,Unfurnished,South,Park,Society 39,4.0,2.0,,Leasehold,1421 sqft,NA,840 sqft
Property 824,A nice property,83 Lac,8354774,Hyderabad,4163 sqft,Resale,4,Under Construction,Unfurnished,South,Park,Society 48,1.0,1.0,0.0,Freehold,4119 sqft,NA,2962 sqft
Property 825,A nice property,40 Lac,4064647,Vadodara,1670 sqft,Ready,13,Under Construction,Semi-Furnished,West,NA,Society 18,1.0,1.0,2.0,Freehold,4638 sqft,NA,NA
Property 826,A nice property,66 Lac,6677874,Surat,2539 sqft,Ready,Ground,Ready to Move,Semi-Furnished,East,Main Road,Society 18,4.0,1.0,3.0,Freehold,5099 sqft,NA,645 sqft
Property 827,A nice property,68 Lac,6898591,Ludhiana,2989 sqft,Ready,6,Ready to Move,Semi-Furnished,South,NA,Society 20,5.0,3.0,3.0,Leasehold,1310 sqft,NA,3771 sqft
Property 828,A nice property,44 Lac,4456330,Ludhiana,2738 sqft,Resale,Ground,Under Construction,Unfurnished,North,Park,Society 33,4.0,3.0,1.0,Leasehold,2122 sqft,NA,2126 sqft
Property 829,A nice property,60 Lac,6098416,Ludhiana,3180 sqft,Under Construction,Ground,Under Construction,Unfurnished,West,Main Road,Society 7,5.0,3.0,0.0,Freehold,5050 sqft,NA,NA
Property 830,A nice property,48 Lac,4818981,Ahmedabad,3819 sqft,Resale,Ground,Under Construction,Semi-Furnished,North,Main Road,Society 20,4.0,3.0,3.0,Freehold,4883 sqft,NA,3695 sqft
Property 831,A nice property,31 Lac,3120573,Kochi,3272 sqft,Under Construction,12,Under Construction,Furnished,North,Main Road,NA,4.0,3.0,0.0,Leasehold,2693 sqft,NA,685 sqft
Property 832,A nice property,62 Lac,6263926,Bhopal,3205 sqft,Ready,Ground,Under Construction,Unfurnished,North,NA,Society 4,1.0,2.0,2.0,Leasehold,4339 sqft,NA,2609 sqft
Property 833,A nice property,69 Lac,6944550,Chandigarh,4308 sqft,Resale,8,Ready to Move,Semi-Furnished,West,Main Road,Society 45,2.0,2.0,0.0,Freehold,5693 sqft,NA,4850 sqft
Property 834,A nice property,60 Lac,6062790,Chandigarh,2827 sqft,Resale,25,Ready to Move,Furnished,East,Main Road,NA,4.0,3.0,,Leasehold,5891 sqft,NA,856 sqft
Property 835,A nice property,33 Lac,3358408,Lucknow,2513 sqft,Under Construction,23,Under Construction,Semi-Furnished,West,Park,NA,3.0,,1.0,Leasehold,2513 sqft,NA,3813 sqft
Property 836,A nice property,74 Lac,7466777,Ghaziabad,1211 sqft,Resale,3,Under Construction,Semi-Furnished,North,Park,Society 42,5.0,2.0,3.0,Leasehold,5629 sqft,NA,NA
Property 837,A nice property,45 Lac,4560078,Surat,2260 sqft,Resale,Ground,Ready to Move,Furnished,West,Main Road,Society 4,1.0,,,Leasehold,5124 sqft,NA,NA
Property 838,A nice property,47 Lac,4799529,Lucknow,1715 sqft,Resale,23,Under Construction,Semi-Furnished,West,Main Road,NA,1.0,0.0,3.0,Leasehold,3394 sqft,NA,2326 sqft
Property 839,A nice property,70 Lac,7092907,Ghaziabad,1492 sqft,Ready,16,Ready to Move,Furnished,North,NA,Society 29,5.0,1.0,0.0,Freehold,5895 sqft,NA,NA
Property 840,A nice property,58 Lac,5844067,Ludhiana,1873 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,North,Main Road,NA,2.0,0.0,2.0,Leasehold,5347 sqft,NA,2149 sqft
Property 841,A nice property,1.5 Cr,15461031,Bangalore,1465 sqft,Resale,16,Under Construction,Furnished,South,Park,Society 26,2.0,2.0,2.0,Leasehold,2529 sqft,NA,636 sqft
Property 842,A nice property,66 Lac,6662830,Ludhiana,1946 sqft,Under Construction,Ground,Under Construction,Unfurnished,South,NA,Society 50,3.0,3.0,,Leasehold,1174 sqft,NA,1355 sqft
Property 843,A nice property,1.4 Cr,13891874,Hyderabad,4282 sqft,Ready,7,Ready to Move,Unfurnished,North,Main Road,Society 5,4.0,1.0,,Leasehold,5256 sqft,NA,2887 sqft
Property 844,A nice property,65 Lac,6556691,Kolkata,4417 sqft,Ready,21,Under Construction,Semi-Furnished,North,NA,Society 38,4.0,0.0,0.0,Freehold,1971 sqft,NA,NA
Property 845,A nice property,34 Lac,3497432,Kolkata,3172 sqft,Under Construction,9,Under Construction,Furnished,North,NA,Society 29,1.0,3.0,3.0,Leasehold,2205 sqft,NA,4730 sqft
Property 846,A nice property,35 Lac,3569806,Jaipur,3930 sqft,Resale,16,Under Construction,Furnished,East,Park,Society 35,1.0,0.0,0.0,Leasehold,4370 sqft,NA,687 sqft
Property 847,A nice property,1.8 Cr,18381682,Delhi,1589 sqft,Resale,7,Ready to Move,Unfurnished,West,Park,NA,3.0,0.0,,Leasehold,5994 sqft,NA,1008 sqft
Property 848,A nice property,44 Lac,4413700,Chennai,4990 sqft,Ready,19,Ready to Move,Furnished,North,Park,Society 15,2.0,,,Freehold,4934 sqft,NA,2350 sqft
Property 849,A nice property,48 Lac,4851010,Ahmedabad,3535 sqft,Ready,20,Under Construction,Furnished,South,NA,Society 20,1.0,,0.0,Leasehold,1489 sqft,NA,NA
Property 850,A nice property,48 Lac,4892588,Chennai,2300 sqft,Ready,3,Ready to Move,Furnished,North,NA,Society 41,3.0,0.0,0.0,Freehold,2943 sqft,NA,2770 sqft
Property 851,A nice property,78 Lac,7804366,Vadodara,4302 sqft,Ready,24,Under Construction,Unfurnished,South,Main Road,Society 28,5.0,0.0,2.0,Freehold,4187 sqft,NA,NA
Property 852,A nice property,99 Lac,9950912,Delhi,3125 sqft,Resale,9,Ready to Move,Unfurnished,West,NA,Society 17,,1.0,3.0,Leasehold,5387 sqft,NA,4823 sqft
Property 853,A nice property,22 Lac,2221295,Chennai,4395 sqft,Ready,Ground,Ready to Move,Semi-Furnished,East,Park,Society 31,4.0,3.0,1.0,Leasehold,3553 sqft,NA,2560 sqft
Property 854,A nice property,1.7 Cr,17380688,Mumbai,2770 sqft,Under Construction,Ground,Ready to Move,Furnished,West,NA,Society 19,2.0,3.0,3.0,Leasehold,2747 sqft,NA,1212 sqft
Property 855,A nice property,32 Lac,3269853,Surat,1582 sqft,Under Construction,Ground,Ready to Move,Semi-Furnished,West,NA,NA,3.0,0.0,3.0,Freehold,5562 sqft,NA,2132 sqft
Property 856,A nice property,30 Lac,3024410,Chandigarh,1340 sqft,Under Construction,9,Ready to Move,Unfurnished,East,Main Road,Society 15,1.0,0.0,1.0,Leasehold,3294 sqft,NA,NA
Property 857,A nice property,21 Lac,2178922,Ludhiana,1891 sqft,Resale,22,Ready to Move,Semi-Furnished,East,Main Road,Society 28,5.0,,0.0,Leasehold,2707 sqft,NA,1385 sqft
Property 858,A nice property,20 Lac,2079053,Visakhapatnam,3092 sqft,Under Construction,23,Under Construction,Furnished,North,Park,Society 28,1.0,3.0,2.0,Leasehold,4154 sqft,NA,4525 sqft
Property 859,A nice property,29 Lac,2945943,Lucknow,930 sqft,Under Construction,20,Ready to Move,Unfurnished,West,NA,Society 2,1.0,,,Freehold,5533 sqft,NA,NA
Property 860,A nice property,1.1 Cr,11036632,Bangalore,2361 sqft,Resale,18,Ready to Move,Semi-Furnished,North,Main Road,NA,3.0,2.0,,Leasehold,4931 sqft,NA,NA
Property 861,A nice property,73 Lac,7336648,Ahmedabad,3285 sqft,Ready,Ground,Under Construction,Unfurnished,South,Park,Society 9,1.0,0.0,3.0,Leasehold,1917 sqft,NA,3367 sqft
Property 862,A nice property,69 Lac,6962292,Lucknow,1815 sqft,Ready,14,Under Construction,Furnished,West,Main Road,Society 31,5.0,0.0,1.0,Leasehold,2690 sqft,NA,3027 sqft
Property 863,A nice property,71 Lac,7126170,Lucknow,1347 sqft,Ready,21,Ready to Move,Semi-Furnished,East,Park,Society 32,4.0,3.0,,Freehold,2128 sqft,NA,1588 sqft
Property 864,A nice property,53 Lac,5350869,Chandigarh,2633 sqft,Ready,11,Under Construction,Unfurnished,East,NA,Society 14,1.0,0.0,0.0,Freehold,1050 sqft,NA,2138 sqft
Property 865,A nice property,69 Lac,6987312,Delhi,3514 sqft,Ready,14,Ready to Move,Furnished,South,Park,Society 23,2.0,3.0,1.0,Leasehold,4293 sqft,NA,987 sqft
Property 866,A nice property,29 Lac,2918684,Ahmedabad,3846 sqft,Resale,22,Under Construction,Semi-Furnished,North,Main Road,Society 32,3.0,1.0,2.0,Leasehold,2071 sqft,NA,954 sqft
Property 867,A nice property,59 Lac,5969682,Jaipur,4806 sqft,Under Construction,16,Under Construction,Semi-Furnished,North,Main Road,Society 46,1.0,1.0,1.0,Freehold,5880 sqft,NA,4004 sqft
Property 868,A nice property,57 Lac,5737319,Ghaziabad,1001 sqft,Ready,25,Ready to Move,Furnished,East,NA,Society 39,4.0,3.0,0.0,Freehold,3161 sqft,NA,3227 sqft
Property 869,A nice property,64 Lac,6418665,Kolkata,3048 sqft,Under Construction,24,Under Construction,Furnished,North,NA,Society 43,3.0,,,Leasehold,4891 sqft,NA,783 sqft
Property 870,A nice property,46 Lac,4698809,Surat,2731 sqft,Under Construction,9,Ready to Move,Semi-Furnished,North,Main Road,NA,4.0,1.0,0.0,Freehold,4094 sqft,NA,NA
Property 871,A nice property,86 Lac,8693686,Hyderabad,2024 sqft,Under Construction,Ground,Under Construction,Unfurnished,East,NA,Society 7,2.0,3.0,,Leasehold,1512 sqft,NA,3110 sqft
Property 872,A nice property,51 Lac,5118589,Vadodara,854 sqft,Resale,11,Under Construction,Semi-Furnished,North,Park,Society 36,4.0,1.0,2.0,Freehold,1400 sqft,NA,3643 sqft
Property 873,A nice property,37 Lac,3751061,Ahmedabad,3912 sqft,Ready,7,Under Construction,Semi-Furnished,East,NA,Society 14,1.0,,0.0,Leasehold,3490 sqft,NA,NA
Property 874,A nice property,40 Lac,4025908,Pune,4304 sqft,Resale,19,Under Construction,Unfurnished,South,Main Road,Society 9,5.0,3.0,1.0,Freehold,4237 sqft,NA,3715 sqft
Property 875,A nice property,49 Lac,4905766,Jaipur,2646 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,South,Park,Society 6,3.0,3.0,2.0,Freehold,2004 sqft,NA,NA
Property 876,A nice property,1.1 Cr,10885086,Pune,1375 sqft,Ready,Ground,Ready to Move,Furnished,West,NA,Society 24,2.0,2.0,,Leasehold,2593 sqft,NA,3687 sqft
Property 877,A nice property,1.7 Cr,16802166,Delhi,4385 sqft,Ready,23,Ready to Move,Unfurnished,West,Main Road,Society 43,5.0,3.0,,Leasehold,1125 sqft,NA,1980 sqft
Property 878,A nice property,1.6 Cr,16400962,Bangalore,1434 sqft,Resale,3,Under Construction,Semi-Furnished,East,Main Road,Society 11,3.0,,0.0,Leasehold,3885 sqft,NA,NA
Property 879,A nice property,65 Lac,6583476,Chennai,1745 sqft,Resale,Ground,Ready to Move,Unfurnished,North,NA,Society 15,5.0,2.0,1.0,Leasehold,4782 sqft,NA,1192 sqft
Property 880,A nice property,51 Lac,5189991,Lucknow,1594 sqft,Under Construction,11,Under Construction,Semi-Furnished,South,Park,Society 20,2.0,3.0,1.0,Freehold,5226 sqft,NA,NA
Property 881,A nice property,52 Lac,5224052,Ludhiana,697 sqft,Under Construction,21,Under Construction,Unfurnished,West,NA,NA,5.0,1.0,3.0,Freehold,940 sqft,NA,NA
Property 882,A nice property,30 Lac,3074184,Ghaziabad,1105 sqft,Under Construction,1,Under Construction,Unfurnished,South,NA,Society 48,1.0,3.0,3.0,Leasehold,1228 sqft,NA,4059 sqft
Property 883,A nice property,56 Lac,5616466,Lucknow,2420 sqft,Under Construction,1,Under Construction,Furnished,South,Park,Society 36,4.0,0.0,3.0,Leasehold,5418 sqft,NA,NA
Property 884,A nice property,69 Lac,6987491,Chandigarh,1670 sqft,Ready,21,Ready to Move,Unfurnished,South,NA,Society 48,3.0,,,Leasehold,2989 sqft,NA,3088 sqft
Property 885,A nice property,69 Lac,6964973,Hyderabad,2223 sqft,Resale,Ground,Under Construction,Semi-Furnished,South,NA,Society 16,4.0,0.0,1.0,Leasehold,3859 sqft,NA,1027 sqft
